Week-1,Week-2,Week-3,Week-4,Week-5,Week-6,Week-7,Week-8,Week-9,Week-10,Week-11,Week-12,Week-13,Week-14,Week-15,Week-16,Week-17,Week-18,Week-19,Week-20,Week-21,Week-22,Week-23,Week-24,Week-25,Week-26,Week-27,Week-28,Week-29,Week-30,Week-31,Week-32,Week-33,Week-34,Week-35,Week-36,Week-37,Week-38,Week-39,Week-40,Week-41,Week-42,Week-43,Week-44,Week-45,Week-46,Week-47,Week-48,Week-49,Week-50,Week-51,Week-52,Week-53
13.0,13.0,13.0,11.0,17.0,9.0,9.0,11.0,21.0,11.0,23.0,10.0,9.0,8.0,12.0,9.0,11.0,6.0,4.0,8.0,4.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,7.0,11.0,24.0,14.0,10.0,8.0,7.0,9.0,10.0,10.0,9.0,6.0,12.0,20.0,7.0,6.0,13.0,10.0,7.0,8.0
63.0,20.0,226.0,20.0,194.0,64.0,57.0,54.0,17.0,7.0,55.0,41.0,23.0,31.0,10.0,132.0,36.0,99.0,18.0,49.0,25.0,52.0,40.0,45.0,22.0,32.0,29.0,44.0,80.0,104.0,64.0,118.0,99.0,37.0,9.0,12.0,29.0,130.0,24.0,48.0,127.0,79.0,270.0,58.0,55.0,41.0,47.0,58.0,122.0,54.0,306.0,36.0,127.0
4.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,2.0,1.0,8.0,6.0,9.0,4.0,10.0,7.0,7.0,4.0,9.0,5.0,7.0,5.0,6.0,8.0,20.0,22.0,22.0,32.0,15.0,37.0,48.0,40.0,27.0,15.0,14.0,7.0,14.0,16.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,7.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2.0,2.0,2.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,7.0,15.0,7.0,16.0,8.0,19.0,9.0,8.0,8.0,7.0,6.0,5.0,5.0,6.0,4.0,2.0,5.0,8.0,5.0,4.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0
0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,11.0,11.0,5.0,5.0,4.0,13.0,19.0,21.0,15.0,22.0,24.0,16.0,21.0,20.0,20.0,14.0,14.0,13.0,19.0,20.0,12.0,14.0,13.0,14.0,7.0,6.0,11.0,1.0,3.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,19.0,33.0,23.0,35.0,38.0,21.0,14.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,4.0,57.0,147.0,4.0,41.0,5.0,72.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,30.0,0.0,0.0,78.0,117.0,72.0,40.0,25.0,70.0,3.0
1.0,0.0,1.0,2.0,0.0,3.0,4.0,0.0,4.0,6.0,5.0,4.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,9.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,3.0,2.0,2.0,6.0,0.0
13.0,10.0,15.0,12.0,8.0,12.0,10.0,9.0,11.0,11.0,11.0,7.0,8.0,9.0,12.0,15.0,12.0,18.0,14.0,13.0,16.0,15.0,16.0,9.0,15.0,14.0,16.0,21.0,10.0,14.0,11.0,17.0,15.0,15.0,15.0,12.0,19.0,20.0,12.0,15.0,9.0,8.0,11.0,8.0,7.0,26.0,12.0,9.0,8.0,15.0,13.0,12.0,2.0
27.0,22.0,27.0,21.0,32.0,40.0,28.0,23.0,32.0,41.0,32.0,31.0,44.0,23.0,34.0,23.0,47.0,39.0,24.0,32.0,30.0,24.0,39.0,43.0,20.0,27.0,31.0,25.0,28.0,24.0,35.0,26.0,17.0,22.0,17.0,33.0,24.0,73.0,30.0,55.0,41.0,27.0,52.0,16.0,30.0,28.0,45.0,22.0,29.0,31.0,28.0,28.0,32.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,8.0,11.0,19.0,31.0,25.0,25.0,17.0,26.0,25.0,23.0,27.0,20.0,18.0,19.0,20.0,37.0,19.0,26.0,47.0,16.0,10.0,8.0,15.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,340.0,133.0,33.0,23.0,12.0,120.0,55.0,169.0,44.0,217.0,34.0,70.0,104.0,1294.0,906.0,1236.0,47.0,362.0,110.0,171.0,59.0,66.0,22.0,207.0,621.0,560.0,278.0,42.0,145.0,142.0,233.0,483.0,169.0,191.0,69.0,196.0,141.0,85.0,471.0,103.0,49.0,1961.0,588.0,20.0,14.0,26.0,85.0,38.0,834.0,219.0,17.0,152.0
21.0,73.0,101.0,77.0,74.0,58.0,20.0,30.0,32.0,58.0,35.0,29.0,31.0,28.0,13.0,31.0,31.0,33.0,19.0,39.0,50.0,27.0,19.0,10.0,71.0,27.0,37.0,44.0,54.0,20.0,25.0,75.0,29.0,31.0,52.0,78.0,17.0,19.0,37.0,48.0,25.0,20.0,37.0,55.0,10.0,8.0,23.0,28.0,39.0,65.0,18.0,47.0,22.0
158.0,70.0,112.0,318.0,224.0,186.0,41.0,273.0,221.0,8.0,385.0,20.0,791.0,763.0,392.0,3566.0,189.0,164.0,99.0,25.0,79.0,478.0,614.0,380.0,780.0,1372.0,1629.0,1601.0,2299.0,2841.0,320.0,165.0,20.0,279.0,144.0,241.0,5237.0,144.0,22.0,193.0,100.0,171.0,70.0,241.0,91.0,12.0,4.0,179.0,51.0,212.0,382.0,7.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,25.0,48.0,43.0,33.0,21.0,27.0,22.0,73.0,40.0,38.0,26.0,106.0,73.0,66.0,90.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,25.0,4.0,4.0,22.0,12.0,13.0,10.0,26.0,15.0,24.0,24.0,8.0,10.0,18.0,12.0,25.0,18.0,24.0,13.0,4.0,18.0,1.0,10.0,3.0,0.0,5.0,16.0,13.0,3.0,12.0,21.0,8.0,2.0,3.0,9.0,13.0,6.0,21.0,11.0,12.0,18.0,8.0,19.0,9.0,13.0,11.0,17.0,26.0,12.0,11.0,7.0,8.0
66.0,620.0,1267.0,66.0,157.0,56.0,106.0,98.0,173.0,51.0,133.0,306.0,61.0,59.0,144.0,105.0,49.0,116.0,67.0,33.0,58.0,26.0,28.0,16.0,9.0,28.0,34.0,46.0,29.0,104.0,268.0,10.0,15.0,46.0,25.0,26.0,13.0,84.0,20.0,11.0,167.0,1486.0,352.0,462.0,117.0,87.0,28.0,15.0,45.0,161.0,34.0,143.0,7.0
6.0,16.0,12.0,4.0,9.0,4.0,10.0,9.0,10.0,5.0,6.0,6.0,7.0,8.0,5.0,5.0,8.0,5.0,9.0,4.0,6.0,5.0,9.0,3.0,3.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,3.0,3.0,14.0,8.0,5.0,7.0,25.0,5.0,8.0,6.0,5.0,2.0,2.0,4.0,3.0,2.0
